# X Y X1 X2 Y1 Y2
   -2.67     0.06     0.21     0.21     0.25     0.25  #CS22958-074 
   -2.67     0.11     0.21     0.21     0.23     0.23  #CS22959-139 
   -3.05     0.16     0.22     0.22     0.24     0.24  #CS22960-029 
   -2.82     0.04     0.21     0.21     0.24     0.24  #CS22964-115 
   -2.56     0.02     0.21     0.21     0.23     0.23  #CS22964-176 
   -2.95     0.12     0.21     0.21     0.25     0.25  #CS22964-214 
   -3.17     0.43     0.22     0.22     0.24     0.24  #CS22965-054 
   -3.12     0.28     0.21     0.21     0.24     0.24  #CS22968-001 
   -2.89     0.04     0.21     0.21     0.24     0.24  #CS29493-023 
   -2.66     0.11     0.21     0.21     0.23     0.23  #CS29493-094 
   -2.81     0.18     0.21     0.21     0.24     0.24  #CS29499-058 
   -2.79     0.26     0.22     0.22     0.25     0.25  #CS29499-060 
   -2.92     0.14     0.21     0.21     0.25     0.25  #CS29501-032 
   -3.24     0.24     0.21     0.21     0.27     0.27  #CS29506-007 
   -3.21     0.05     0.22     0.22     0.26     0.26  #CS29506-090 
   -2.63     0.02     0.21     0.21     0.24     0.24  #CS29513-015 
   -2.84     0.05     0.21     0.21     0.24     0.24  #CS29514-018 
   -2.62    -0.06     0.21     0.21     0.25     0.25  #CS29514-037 
   -2.53     0.08     0.21     0.21     0.26     0.26  #CS29517-042 
   -2.55     0.12     0.21     0.21     0.22     0.22  #CS29529-054 
   -2.64     0.24     0.17     0.17     0.22     0.22  #CS30312-062 
      -3     0.18     0.22     0.22     0.24     0.24  #CS30339-015 
   -2.82     0.09     0.21     0.21     0.25     0.25  #CS30493-071 
   -2.53     -0.2      0.1      0.1     0.18     0.18  #G15-10 
    -2.6    -0.07      0.1      0.1     0.18     0.18  #G180-58 
   -3.12    -0.19      0.1      0.1     0.16     0.16  #G190-15 
   -3.17     0.01     0.21     0.21     0.27     0.27  #G206-34 
   -3.38     0.62     0.22     0.22        0        0  #G238-30  # Y Upper Limit
   -2.73     0.16     0.21     0.21     0.23     0.23  #G4-37 
   -3.07     0.09     0.21     0.21     0.25     0.25  #HD340279 
   -3.09      0.1     0.21     0.21     0.26     0.26  #HE0938+0114 
   -2.81     0.16      0.2      0.2     0.19     0.19  #HE0411-3558 
   -3.87        1      0.2      0.2        0        0  #HE0945-1435  # Y Upper Limit
      -3        1      0.2      0.2        0        0  #HE1241-2907  # Y Upper Limit
   -4.15        1      0.2      0.2        0        0  #HE2239-5019  # Y Upper Limit
   -3.29      0.4     0.04     0.04     0.05     0.05  #HE1337+0012 
   -2.55     0.39      0.2      0.2        0        0  #WISEJ0725-2351 
